sku_id,sku_name,category,sub_category,cost,price,supplier_id,weight
SKU04541,Product SKU04541,Toys,Educational,97.62,154.99,SUP030,42.27
SKU04542,Product SKU04542,Pet Supplies,Cat,121.23,217.02,SUP058,20.46
SKU04543,Product SKU04543,Sports,Team Sports,100.45,125.82,SUP005,44.65
SKU04544,Product SKU04544,Automotive,Accessories,199.66,286.7,SUP039,6.11
SKU04545,Product SKU04545,Sports,Team Sports,30.43,62.67,SUP014,33.11
SKU04546,Product SKU04546,Home & Kitchen,Decor,169.89,369.91,SUP018,22.54
SKU04547,Product SKU04547,Pet Supplies,Other Pets,123.35,258.39,SUP005,25.69
SKU04548,Product SKU04548,Pet Supplies,Other Pets,96.18,196.08,SUP027,27.92
SKU04549,Product SKU04549,Automotive,Accessories,129.5,258.57,SUP053,35.99
SKU04550,Product SKU04550,Toys,Educational,129.28,242.49,SUP013,34.12
SKU04551,Product SKU04551,Electronics,Audio,91.0,137.79,SUP032,0.17
SKU04552,Product SKU04552,Electronics,Accessories,112.87,222.11,SUP027,48.61
SKU04553,Product SKU04553,Home & Kitchen,Appliances,73.57,125.98,SUP029,10.17
SKU04554,Product SKU04554,Apparel,Kids,15.97,35.21,SUP021,12.56
SKU04555,Product SKU04555,Pet Supplies,Cat,122.56,256.65,SUP016,23.61
SKU04556,Product SKU04556,Pet Supplies,Dog,175.52,311.89,SUP019,14.32
SKU04557,Product SKU04557,Electronics,Mobile,179.41,416.24,SUP059,8.29
SKU04558,Product SKU04558,Office Supplies,Writing,7.14,9.4,SUP009,14.4
SKU04559,Product SKU04559,Automotive,Parts,194.51,374.64,SUP058,18.73
SKU04560,Product SKU04560,Grocery,Snacks,177.97,318.4,SUP003,15.83
SKU04561,Product SKU04561,Toys,Puzzles,188.36,434.05,SUP002,42.2
SKU04562,Product SKU04562,Home & Kitchen,Cookware,103.43,230.26,SUP007,9.05
SKU04563,Product SKU04563,Automotive,Accessories,115.5,286.32,SUP018,14.62
SKU04564,Product SKU04564,Toys,Action Figures,159.28,292.7,SUP026,2.09
SKU04565,Product SKU04565,Home & Kitchen,Decor,153.08,217.24,SUP050,31.61
SKU04566,Product SKU04566,Toys,Action Figures,18.96,46.09,SUP040,14.66
SKU04567,Product SKU04567,Electronics,Audio,46.84,64.07,SUP020,47.31
SKU04568,Product SKU04568,Office Supplies,Writing,142.96,309.39,SUP055,25.02
SKU04569,Product SKU04569,Home & Kitchen,Cookware,96.0,128.93,SUP040,28.04
SKU04570,Product SKU04570,Home & Kitchen,Appliances,50.89,125.71,SUP015,39.85
SKU04571,Product SKU04571,Electronics,Mobile,83.77,117.01,SUP009,39.29
SKU04572,Product SKU04572,Home & Kitchen,Cookware,26.17,37.85,SUP056,10.65
SKU04573,Product SKU04573,Automotive,Parts,112.26,249.57,SUP011,15.78
SKU04574,Product SKU04574,Home & Kitchen,Appliances,18.76,33.84,SUP047,37.43
SKU04575,Product SKU04575,Toys,Puzzles,45.89,68.19,SUP001,47.37
SKU04576,Product SKU04576,Electronics,Accessories,190.92,474.93,SUP057,40.4
SKU04577,Product SKU04577,Electronics,Mobile,39.26,57.93,SUP004,17.08
SKU04578,Product SKU04578,Health & Beauty,Skincare,64.99,158.8,SUP017,39.47
SKU04579,Product SKU04579,Toys,Puzzles,145.35,209.56,SUP040,45.49
SKU04580,Product SKU04580,Automotive,Accessories,165.92,234.4,SUP045,43.57
SKU04581,Product SKU04581,Apparel,Men,55.91,72.97,SUP038,32.88
SKU04582,Product SKU04582,Office Supplies,Paper,131.45,173.96,SUP009,16.01
SKU04583,Product SKU04583,Toys,Educational,198.58,413.43,SUP049,36.53
SKU04584,Product SKU04584,Pet Supplies,Cat,44.16,57.51,SUP041,13.92
SKU04585,Product SKU04585,Office Supplies,Storage,51.28,77.17,SUP008,9.72
SKU04586,Product SKU04586,Grocery,Snacks,115.8,188.35,SUP016,41.04
SKU04587,Product SKU04587,Pet Supplies,Cat,38.42,69.31,SUP043,0.78
SKU04588,Product SKU04588,Office Supplies,Writing,97.37,123.91,SUP021,48.89
SKU04589,Product SKU04589,Office Supplies,Paper,158.54,291.26,SUP006,4.42
SKU04590,Product SKU04590,Health & Beauty,Supplements,119.3,260.84,SUP046,9.62
SKU04591,Product SKU04591,Home & Kitchen,Cookware,114.51,258.62,SUP036,38.44
SKU04592,Product SKU04592,Sports,Team Sports,160.99,377.22,SUP042,46.89
SKU04593,Product SKU04593,Sports,Team Sports,82.29,159.59,SUP005,39.55
SKU04594,Product SKU04594,Home & Kitchen,Cookware,140.03,349.26,SUP004,0.78
SKU04595,Product SKU04595,Sports,Fitness,72.32,113.21,SUP043,13.19
SKU04596,Product SKU04596,Sports,Outdoor,46.06,97.73,SUP053,4.33
SKU04597,Product SKU04597,Automotive,Parts,148.84,312.78,SUP032,12.62
SKU04598,Product SKU04598,Home & Kitchen,Cookware,52.06,105.03,SUP014,38.13
SKU04599,Product SKU04599,Pet Supplies,Other Pets,175.54,405.11,SUP033,48.25
SKU04600,Product SKU04600,Toys,Action Figures,117.11,278.87,SUP046,40.44
SKU04601,Product SKU04601,Office Supplies,Storage,179.14,217.68,SUP010,48.3
SKU04602,Product SKU04602,Grocery,Dry Goods,95.76,214.28,SUP059,6.45
SKU04603,Product SKU04603,Apparel,Men,80.4,124.85,SUP059,14.65
SKU04604,Product SKU04604,Toys,Action Figures,26.4,59.33,SUP029,0.56
SKU04605,Product SKU04605,Pet Supplies,Other Pets,63.88,91.14,SUP013,29.49
SKU04606,Product SKU04606,Automotive,Parts,52.34,80.43,SUP005,24.47
SKU04607,Product SKU04607,Health & Beauty,Supplements,131.23,178.17,SUP011,8.86
SKU04608,Product SKU04608,Health & Beauty,Personal Care,50.94,125.61,SUP042,19.92
SKU04609,Product SKU04609,Home & Kitchen,Appliances,120.6,182.59,SUP030,24.57
SKU04610,Product SKU04610,Home & Kitchen,Decor,16.68,20.77,SUP008,23.49
SKU04611,Product SKU04611,Sports,Fitness,80.93,111.52,SUP058,34.41
SKU04612,Product SKU04612,Office Supplies,Paper,198.59,340.45,SUP018,31.27
SKU04613,Product SKU04613,Electronics,Audio,192.67,439.48,SUP043,23.23
SKU04614,Product SKU04614,Grocery,Beverages,148.02,202.28,SUP023,25.65
SKU04615,Product SKU04615,Health & Beauty,Skincare,57.25,80.69,SUP060,21.37
SKU04616,Product SKU04616,Grocery,Dry Goods,27.94,58.92,SUP023,22.87
SKU04617,Product SKU04617,Automotive,Parts,107.17,149.0,SUP010,7.07
SKU04618,Product SKU04618,Automotive,Accessories,117.52,291.51,SUP033,4.9
SKU04619,Product SKU04619,Toys,Educational,58.57,136.49,SUP029,3.71
SKU04620,Product SKU04620,Health & Beauty,Supplements,175.43,330.08,SUP007,20.47
SKU04621,Product SKU04621,Electronics,Audio,63.32,100.44,SUP047,15.36
SKU04622,Product SKU04622,Automotive,Parts,177.19,379.35,SUP019,33.52
SKU04623,Product SKU04623,Sports,Outdoor,160.15,245.71,SUP012,30.94
SKU04624,Product SKU04624,Pet Supplies,Cat,93.09,206.4,SUP034,15.53
SKU04625,Product SKU04625,Pet Supplies,Cat,129.35,303.57,SUP034,20.17
SKU04626,Product SKU04626,Automotive,Parts,15.19,28.42,SUP044,17.36
SKU04627,Product SKU04627,Electronics,Laptop,135.1,329.15,SUP008,24.33
SKU04628,Product SKU04628,Sports,Fitness,94.31,193.43,SUP004,5.26
SKU04629,Product SKU04629,Electronics,Accessories,52.19,124.98,SUP016,33.53
SKU04630,Product SKU04630,Home & Kitchen,Decor,4.66,6.83,SUP007,34.17
SKU04631,Product SKU04631,Health & Beauty,Skincare,153.35,351.45,SUP057,14.68
SKU04632,Product SKU04632,Pet Supplies,Other Pets,186.34,357.55,SUP046,34.86
SKU04633,Product SKU04633,Automotive,Accessories,120.15,163.35,SUP026,48.16
SKU04634,Product SKU04634,Home & Kitchen,Appliances,26.33,40.32,SUP047,40.7
SKU04635,Product SKU04635,Health & Beauty,Supplements,124.48,285.01,SUP014,25.84
SKU04636,Product SKU04636,Apparel,Men,76.64,183.81,SUP023,1.91
SKU04637,Product SKU04637,Health & Beauty,Personal Care,171.51,257.28,SUP039,42.45
SKU04638,Product SKU04638,Health & Beauty,Personal Care,29.56,57.77,SUP001,44.42
SKU04639,Product SKU04639,Home & Kitchen,Appliances,95.76,207.85,SUP033,40.25
SKU04640,Product SKU04640,Pet Supplies,Cat,147.83,355.22,SUP048,22.4
SKU04641,Product SKU04641,Health & Beauty,Personal Care,36.28,45.79,SUP016,12.4
SKU04642,Product SKU04642,Apparel,Women,30.35,58.43,SUP044,9.33
SKU04643,Product SKU04643,Home & Kitchen,Appliances,9.71,12.11,SUP012,41.6
SKU04644,Product SKU04644,Toys,Action Figures,119.11,198.38,SUP010,44.72
SKU04645,Product SKU04645,Electronics,Audio,15.9,39.34,SUP028,30.85
SKU04646,Product SKU04646,Toys,Educational,38.33,79.83,SUP012,38.19
SKU04647,Product SKU04647,Health & Beauty,Skincare,87.01,201.87,SUP011,7.62
SKU04648,Product SKU04648,Electronics,Accessories,57.21,75.61,SUP031,10.62
SKU04649,Product SKU04649,Pet Supplies,Dog,49.27,117.9,SUP032,4.0
SKU04650,Product SKU04650,Sports,Outdoor,86.63,163.91,SUP008,44.94
SKU04651,Product SKU04651,Electronics,Mobile,199.54,434.88,SUP037,48.54
SKU04652,Product SKU04652,Health & Beauty,Skincare,157.85,387.07,SUP034,35.39
SKU04653,Product SKU04653,Grocery,Dry Goods,17.79,30.64,SUP049,32.37
SKU04654,Product SKU04654,Apparel,Men,71.44,111.12,SUP007,28.91
SKU04655,Product SKU04655,Health & Beauty,Personal Care,186.83,232.69,SUP022,38.48
SKU04656,Product SKU04656,Office Supplies,Writing,145.1,355.95,SUP048,46.54
SKU04657,Product SKU04657,Toys,Puzzles,152.92,286.96,SUP017,10.29
SKU04658,Product SKU04658,Office Supplies,Writing,109.96,241.36,SUP024,44.79
SKU04659,Product SKU04659,Office Supplies,Paper,158.36,230.23,SUP053,30.02
SKU04660,Product SKU04660,Toys,Action Figures,67.77,82.14,SUP046,10.09
SKU04661,Product SKU04661,Toys,Puzzles,24.42,56.06,SUP050,13.0
SKU04662,Product SKU04662,Pet Supplies,Cat,58.37,142.88,SUP008,19.02
SKU04663,Product SKU04663,Health & Beauty,Personal Care,3.9,6.12,SUP034,6.05
SKU04664,Product SKU04664,Electronics,Laptop,22.36,29.08,SUP027,29.7
SKU04665,Product SKU04665,Sports,Team Sports,39.49,65.93,SUP010,43.11
SKU04666,Product SKU04666,Toys,Action Figures,86.02,205.62,SUP002,24.95
SKU04667,Product SKU04667,Sports,Team Sports,80.97,176.15,SUP048,3.75
SKU04668,Product SKU04668,Automotive,Accessories,19.72,40.38,SUP014,24.4
SKU04669,Product SKU04669,Home & Kitchen,Appliances,158.5,379.0,SUP059,19.48
SKU04670,Product SKU04670,Automotive,Parts,120.09,222.28,SUP018,49.08
SKU04671,Product SKU04671,Grocery,Beverages,166.55,397.26,SUP057,12.79
SKU04672,Product SKU04672,Grocery,Dry Goods,154.96,239.43,SUP017,10.52
SKU04673,Product SKU04673,Toys,Action Figures,188.96,231.49,SUP026,48.27
SKU04674,Product SKU04674,Pet Supplies,Cat,31.55,71.47,SUP018,13.87
SKU04675,Product SKU04675,Health & Beauty,Skincare,71.44,105.86,SUP003,29.32
SKU04676,Product SKU04676,Pet Supplies,Other Pets,70.92,145.71,SUP045,0.88
SKU04677,Product SKU04677,Toys,Puzzles,14.75,19.61,SUP008,21.01
SKU04678,Product SKU04678,Automotive,Accessories,163.33,384.58,SUP037,12.32
SKU04679,Product SKU04679,Toys,Action Figures,115.73,254.48,SUP008,14.51
SKU04680,Product SKU04680,Electronics,Audio,82.98,156.1,SUP060,6.83
SKU04681,Product SKU04681,Apparel,Women,7.14,9.99,SUP044,31.38
SKU04682,Product SKU04682,Apparel,Kids,16.58,23.98,SUP019,16.96
SKU04683,Product SKU04683,Pet Supplies,Other Pets,17.42,25.25,SUP043,45.57
SKU04684,Product SKU04684,Apparel,Women,5.82,11.93,SUP032,19.28
SKU04685,Product SKU04685,Health & Beauty,Skincare,135.18,265.67,SUP052,11.25
SKU04686,Product SKU04686,Health & Beauty,Skincare,169.75,312.26,SUP030,41.14
SKU04687,Product SKU04687,Electronics,Laptop,82.39,204.33,SUP019,38.55
SKU04688,Product SKU04688,Pet Supplies,Dog,193.26,361.13,SUP004,23.74
SKU04689,Product SKU04689,Office Supplies,Writing,151.58,355.36,SUP001,48.21
SKU04690,Product SKU04690,Automotive,Accessories,66.26,148.31,SUP043,10.61
SKU04691,Product SKU04691,Electronics,Mobile,110.02,157.75,SUP017,17.44
SKU04692,Product SKU04692,Apparel,Women,186.41,259.09,SUP057,31.66
SKU04693,Product SKU04693,Health & Beauty,Personal Care,119.4,162.02,SUP043,16.37
SKU04694,Product SKU04694,Grocery,Dry Goods,113.47,163.77,SUP006,40.05
SKU04695,Product SKU04695,Health & Beauty,Skincare,194.49,287.69,SUP047,9.43
SKU04696,Product SKU04696,Sports,Outdoor,92.08,200.01,SUP038,14.15
SKU04697,Product SKU04697,Home & Kitchen,Cookware,5.94,11.31,SUP015,47.83
SKU04698,Product SKU04698,Electronics,Audio,79.47,138.77,SUP060,48.45
SKU04699,Product SKU04699,Toys,Educational,139.53,297.89,SUP052,28.18
SKU04700,Product SKU04700,Automotive,Accessories,194.97,408.56,SUP026,44.76
SKU04701,Product SKU04701,Home & Kitchen,Cookware,140.48,302.83,SUP059,14.59
SKU04702,Product SKU04702,Health & Beauty,Personal Care,62.09,137.71,SUP020,14.91
SKU04703,Product SKU04703,Apparel,Kids,113.43,172.89,SUP028,40.87
SKU04704,Product SKU04704,Toys,Puzzles,23.88,54.41,SUP009,30.18
SKU04705,Product SKU04705,Sports,Outdoor,39.01,74.3,SUP009,14.2
SKU04706,Product SKU04706,Automotive,Parts,66.05,109.44,SUP020,3.26
SKU04707,Product SKU04707,Health & Beauty,Skincare,197.22,244.75,SUP020,33.16
SKU04708,Product SKU04708,Pet Supplies,Other Pets,75.5,154.01,SUP030,17.88
SKU04709,Product SKU04709,Grocery,Dry Goods,135.4,290.84,SUP025,34.56
SKU04710,Product SKU04710,Automotive,Parts,24.56,50.45,SUP009,14.07
SKU04711,Product SKU04711,Grocery,Beverages,7.7,13.39,SUP045,21.73
SKU04712,Product SKU04712,Toys,Puzzles,94.5,199.99,SUP060,15.51
SKU04713,Product SKU04713,Toys,Action Figures,64.43,82.39,SUP023,34.37
SKU04714,Product SKU04714,Automotive,Accessories,114.43,189.3,SUP027,35.29
SKU04715,Product SKU04715,Automotive,Accessories,108.4,196.21,SUP002,25.62
SKU04716,Product SKU04716,Grocery,Dry Goods,128.0,263.42,SUP050,14.52
SKU04717,Product SKU04717,Automotive,Parts,29.87,41.93,SUP049,32.01
SKU04718,Product SKU04718,Apparel,Kids,174.83,302.87,SUP059,8.56
SKU04719,Product SKU04719,Health & Beauty,Skincare,151.81,346.47,SUP038,44.04
SKU04720,Product SKU04720,Grocery,Beverages,122.15,283.26,SUP009,0.87
SKU04721,Product SKU04721,Pet Supplies,Other Pets,23.23,30.67,SUP058,35.66
SKU04722,Product SKU04722,Pet Supplies,Cat,15.78,29.12,SUP004,23.69
SKU04723,Product SKU04723,Automotive,Parts,63.52,148.1,SUP026,8.6
SKU04724,Product SKU04724,Electronics,Audio,71.79,158.4,SUP052,1.62
SKU04725,Product SKU04725,Grocery,Beverages,135.24,305.82,SUP054,46.62
SKU04726,Product SKU04726,Electronics,Mobile,175.51,283.48,SUP004,29.36
SKU04727,Product SKU04727,Health & Beauty,Personal Care,17.3,26.56,SUP007,4.8
SKU04728,Product SKU04728,Toys,Puzzles,64.41,150.57,SUP007,17.42
SKU04729,Product SKU04729,Health & Beauty,Personal Care,113.26,199.72,SUP031,23.0
SKU04730,Product SKU04730,Toys,Educational,193.98,307.46,SUP008,31.4
SKU04731,Product SKU04731,Pet Supplies,Other Pets,85.17,108.97,SUP033,24.52
SKU04732,Product SKU04732,Electronics,Laptop,163.04,216.58,SUP034,3.57
SKU04733,Product SKU04733,Apparel,Kids,32.42,71.12,SUP048,36.23
SKU04734,Product SKU04734,Office Supplies,Paper,113.87,205.96,SUP015,44.43
SKU04735,Product SKU04735,Apparel,Women,153.81,346.92,SUP041,40.68
SKU04736,Product SKU04736,Health & Beauty,Personal Care,129.26,232.08,SUP060,43.25
SKU04737,Product SKU04737,Electronics,Audio,185.35,228.16,SUP040,2.67
SKU04738,Product SKU04738,Sports,Fitness,191.83,299.31,SUP005,43.68
SKU04739,Product SKU04739,Electronics,Laptop,78.98,107.0,SUP039,4.11
SKU04740,Product SKU04740,Home & Kitchen,Decor,32.99,50.31,SUP007,24.48
SKU04741,Product SKU04741,Sports,Fitness,140.9,349.76,SUP007,22.13
SKU04742,Product SKU04742,Office Supplies,Paper,104.6,196.48,SUP054,27.02
SKU04743,Product SKU04743,Grocery,Beverages,104.51,126.6,SUP026,0.19
SKU04744,Product SKU04744,Electronics,Mobile,21.34,28.43,SUP020,35.27
SKU04745,Product SKU04745,Automotive,Accessories,42.57,100.6,SUP012,46.44
SKU04746,Product SKU04746,Sports,Team Sports,195.23,472.61,SUP017,13.67
SKU04747,Product SKU04747,Pet Supplies,Other Pets,102.94,147.01,SUP029,40.33
SKU04748,Product SKU04748,Pet Supplies,Dog,177.91,410.38,SUP028,21.73
SKU04749,Product SKU04749,Apparel,Kids,152.22,201.97,SUP002,2.11
SKU04750,Product SKU04750,Apparel,Men,151.14,264.94,SUP053,49.78
SKU04751,Product SKU04751,Sports,Fitness,21.26,49.16,SUP033,24.05
SKU04752,Product SKU04752,Grocery,Dry Goods,165.78,375.04,SUP031,45.81
SKU04753,Product SKU04753,Office Supplies,Writing,60.97,148.45,SUP019,7.67
SKU04754,Product SKU04754,Home & Kitchen,Decor,18.23,32.1,SUP032,41.43
SKU04755,Product SKU04755,Toys,Puzzles,95.74,218.1,SUP018,36.51
SKU04756,Product SKU04756,Automotive,Accessories,43.47,105.79,SUP045,3.13
SKU04757,Product SKU04757,Home & Kitchen,Cookware,179.86,287.02,SUP027,25.06
SKU04758,Product SKU04758,Automotive,Parts,85.63,121.88,SUP002,17.97
SKU04759,Product SKU04759,Health & Beauty,Supplements,40.2,58.9,SUP008,9.43
SKU04760,Product SKU04760,Pet Supplies,Cat,98.83,221.11,SUP001,28.49
SKU04761,Product SKU04761,Pet Supplies,Cat,178.85,362.62,SUP003,34.5
SKU04762,Product SKU04762,Pet Supplies,Cat,134.19,239.43,SUP003,34.5
SKU04763,Product SKU04763,Toys,Educational,15.8,36.62,SUP030,38.91
SKU04764,Product SKU04764,Office Supplies,Writing,50.56,111.15,SUP001,0.73
SKU04765,Product SKU04765,Apparel,Women,45.01,57.82,SUP033,39.03
SKU04766,Product SKU04766,Grocery,Dry Goods,151.66,342.41,SUP023,0.32
SKU04767,Product SKU04767,Grocery,Beverages,101.24,214.25,SUP033,7.85
SKU04768,Product SKU04768,Home & Kitchen,Appliances,130.66,171.08,SUP042,9.15
SKU04769,Product SKU04769,Apparel,Women,96.21,197.2,SUP042,7.38
SKU04770,Product SKU04770,Pet Supplies,Cat,38.67,56.68,SUP030,12.01
SKU04771,Product SKU04771,Apparel,Women,46.86,80.3,SUP051,32.72
SKU04772,Product SKU04772,Health & Beauty,Supplements,88.73,195.98,SUP005,35.99
SKU04773,Product SKU04773,Office Supplies,Writing,27.05,34.18,SUP031,43.91
SKU04774,Product SKU04774,Pet Supplies,Other Pets,17.81,24.81,SUP012,1.2
SKU04775,Product SKU04775,Pet Supplies,Other Pets,126.41,247.39,SUP060,49.35
SKU04776,Product SKU04776,Grocery,Snacks,177.61,307.99,SUP034,18.64
SKU04777,Product SKU04777,Health & Beauty,Skincare,60.78,84.98,SUP045,6.99
SKU04778,Product SKU04778,Toys,Puzzles,28.19,38.01,SUP038,12.1
SKU04779,Product SKU04779,Toys,Puzzles,62.72,153.67,SUP040,28.97
SKU04780,Product SKU04780,Automotive,Parts,197.54,332.7,SUP003,22.94
SKU04781,Product SKU04781,Electronics,Laptop,66.27,95.28,SUP015,7.24
SKU04782,Product SKU04782,Home & Kitchen,Decor,189.13,469.58,SUP007,2.34
SKU04783,Product SKU04783,Office Supplies,Storage,31.77,55.62,SUP031,9.4
SKU04784,Product SKU04784,Toys,Educational,74.05,101.29,SUP050,22.88
SKU04785,Product SKU04785,Sports,Fitness,55.8,92.49,SUP058,4.81
SKU04786,Product SKU04786,Apparel,Kids,86.77,215.04,SUP058,16.51
SKU04787,Product SKU04787,Automotive,Accessories,175.53,403.04,SUP060,47.61
SKU04788,Product SKU04788,Home & Kitchen,Appliances,158.44,325.99,SUP040,42.84
SKU04789,Product SKU04789,Health & Beauty,Skincare,16.98,30.59,SUP003,49.46
SKU04790,Product SKU04790,Home & Kitchen,Cookware,154.38,378.34,SUP049,39.0
SKU04791,Product SKU04791,Toys,Puzzles,175.23,371.22,SUP041,38.05
SKU04792,Product SKU04792,Electronics,Laptop,105.59,253.58,SUP021,41.27
SKU04793,Product SKU04793,Home & Kitchen,Decor,169.09,350.85,SUP029,15.3
SKU04794,Product SKU04794,Automotive,Parts,9.05,21.87,SUP041,29.35
SKU04795,Product SKU04795,Pet Supplies,Other Pets,61.03,85.07,SUP013,41.49
SKU04796,Product SKU04796,Sports,Outdoor,167.63,378.65,SUP032,32.29
SKU04797,Product SKU04797,Office Supplies,Storage,74.47,118.8,SUP019,0.53
SKU04798,Product SKU04798,Sports,Fitness,167.05,219.45,SUP048,31.57
SKU04799,Product SKU04799,Apparel,Women,101.81,191.88,SUP053,46.34
SKU04800,Product SKU04800,Grocery,Dry Goods,8.26,18.22,SUP006,2.7
SKU04801,Product SKU04801,Pet Supplies,Dog,9.55,16.8,SUP041,3.25
SKU04802,Product SKU04802,Home & Kitchen,Appliances,158.25,298.84,SUP003,1.55
SKU04803,Product SKU04803,Apparel,Men,10.02,20.0,SUP024,40.32
SKU04804,Product SKU04804,Automotive,Parts,88.68,170.35,SUP022,40.01
SKU04805,Product SKU04805,Apparel,Kids,122.88,183.36,SUP047,30.69
SKU04806,Product SKU04806,Grocery,Beverages,126.4,272.31,SUP013,31.08
SKU04807,Product SKU04807,Sports,Team Sports,193.91,282.43,SUP053,47.56
SKU04808,Product SKU04808,Office Supplies,Storage,108.59,225.17,SUP023,5.06
SKU04809,Product SKU04809,Toys,Puzzles,77.35,170.18,SUP058,35.37
SKU04810,Product SKU04810,Grocery,Dry Goods,9.95,19.01,SUP052,4.51
SKU04811,Product SKU04811,Home & Kitchen,Cookware,199.18,471.36,SUP028,1.15
SKU04812,Product SKU04812,Automotive,Parts,172.01,412.01,SUP037,17.74
SKU04813,Product SKU04813,Home & Kitchen,Appliances,144.46,256.38,SUP051,32.8
SKU04814,Product SKU04814,Grocery,Beverages,69.38,112.35,SUP007,21.28
SKU04815,Product SKU04815,Home & Kitchen,Cookware,30.82,70.28,SUP015,17.5
SKU04816,Product SKU04816,Electronics,Accessories,81.23,191.89,SUP002,24.88
SKU04817,Product SKU04817,Sports,Outdoor,109.76,268.19,SUP060,44.35
SKU04818,Product SKU04818,Health & Beauty,Supplements,35.55,64.53,SUP046,48.57
SKU04819,Product SKU04819,Toys,Educational,75.73,127.46,SUP056,9.83
SKU04820,Product SKU04820,Apparel,Women,24.64,53.28,SUP005,38.52
SKU04821,Product SKU04821,Grocery,Snacks,193.86,427.55,SUP016,12.24
SKU04822,Product SKU04822,Grocery,Snacks,9.94,24.66,SUP033,17.09
SKU04823,Product SKU04823,Health & Beauty,Supplements,63.77,151.63,SUP040,29.3
SKU04824,Product SKU04824,Electronics,Mobile,44.54,104.93,SUP038,49.67
SKU04825,Product SKU04825,Office Supplies,Writing,19.16,44.47,SUP042,19.59
SKU04826,Product SKU04826,Electronics,Mobile,105.77,252.71,SUP022,48.67
SKU04827,Product SKU04827,Automotive,Accessories,53.91,79.61,SUP013,4.12
SKU04828,Product SKU04828,Toys,Educational,113.24,137.89,SUP009,20.65
SKU04829,Product SKU04829,Sports,Team Sports,16.53,28.54,SUP053,2.09
SKU04830,Product SKU04830,Toys,Puzzles,167.37,246.48,SUP059,16.48
SKU04831,Product SKU04831,Electronics,Laptop,174.27,378.19,SUP032,11.03
SKU04832,Product SKU04832,Home & Kitchen,Decor,16.24,34.6,SUP058,19.6
SKU04833,Product SKU04833,Pet Supplies,Other Pets,153.68,273.38,SUP054,17.37
SKU04834,Product SKU04834,Electronics,Accessories,91.34,198.49,SUP005,45.12
SKU04835,Product SKU04835,Automotive,Parts,11.85,22.29,SUP057,1.74
SKU04836,Product SKU04836,Grocery,Beverages,94.75,222.74,SUP009,18.14
SKU04837,Product SKU04837,Health & Beauty,Personal Care,186.63,376.95,SUP003,46.71
SKU04838,Product SKU04838,Home & Kitchen,Appliances,151.92,202.73,SUP032,11.63
SKU04839,Product SKU04839,Grocery,Dry Goods,80.05,113.76,SUP042,24.8
SKU04840,Product SKU04840,Toys,Action Figures,95.33,232.9,SUP031,21.74
SKU04841,Product SKU04841,Health & Beauty,Skincare,157.55,381.98,SUP002,43.86
SKU04842,Product SKU04842,Electronics,Mobile,43.32,79.92,SUP050,17.45
SKU04843,Product SKU04843,Sports,Team Sports,81.17,135.48,SUP039,41.34
SKU04844,Product SKU04844,Automotive,Parts,91.52,172.13,SUP036,49.12
SKU04845,Product SKU04845,Office Supplies,Paper,13.88,25.46,SUP025,38.73
SKU04846,Product SKU04846,Automotive,Parts,31.93,63.7,SUP028,12.05
SKU04847,Product SKU04847,Automotive,Parts,173.75,282.38,SUP008,16.52
SKU04848,Product SKU04848,Office Supplies,Paper,120.44,173.27,SUP058,14.32
SKU04849,Product SKU04849,Pet Supplies,Cat,84.49,140.23,SUP023,26.29
SKU04850,Product SKU04850,Sports,Outdoor,120.73,233.81,SUP028,32.74
SKU04851,Product SKU04851,Electronics,Laptop,62.93,85.86,SUP015,38.06
SKU04852,Product SKU04852,Home & Kitchen,Decor,170.45,261.49,SUP001,20.41
SKU04853,Product SKU04853,Sports,Outdoor,100.72,190.7,SUP048,33.01
SKU04854,Product SKU04854,Grocery,Snacks,10.24,21.89,SUP003,3.19
SKU04855,Product SKU04855,Electronics,Laptop,94.72,215.58,SUP053,22.62
SKU04856,Product SKU04856,Electronics,Mobile,31.52,78.19,SUP004,44.48
SKU04857,Product SKU04857,Apparel,Women,154.72,268.43,SUP012,9.27
SKU04858,Product SKU04858,Health & Beauty,Skincare,188.4,356.46,SUP021,42.63
SKU04859,Product SKU04859,Toys,Puzzles,69.73,114.07,SUP042,49.28
SKU04860,Product SKU04860,Sports,Outdoor,105.32,145.65,SUP009,11.06
SKU04861,Product SKU04861,Pet Supplies,Cat,97.42,122.28,SUP031,23.18
SKU04862,Product SKU04862,Home & Kitchen,Decor,84.95,188.01,SUP005,17.81
SKU04863,Product SKU04863,Home & Kitchen,Cookware,196.54,282.04,SUP035,29.59
SKU04864,Product SKU04864,Sports,Outdoor,19.76,42.56,SUP046,49.74
SKU04865,Product SKU04865,Toys,Educational,164.19,315.64,SUP029,24.29
SKU04866,Product SKU04866,Health & Beauty,Supplements,167.34,404.42,SUP050,49.46
SKU04867,Product SKU04867,Grocery,Beverages,80.51,200.32,SUP056,7.88
SKU04868,Product SKU04868,Sports,Team Sports,52.2,68.68,SUP058,13.66
SKU04869,Product SKU04869,Health & Beauty,Supplements,154.05,355.67,SUP045,38.97
SKU04870,Product SKU04870,Grocery,Snacks,126.95,237.16,SUP007,35.46
SKU04871,Product SKU04871,Electronics,Accessories,79.39,182.1,SUP058,33.89
SKU04872,Product SKU04872,Automotive,Accessories,140.17,265.86,SUP018,44.27
SKU04873,Product SKU04873,Home & Kitchen,Appliances,51.9,88.0,SUP059,38.9
