warehouse_id,work_date,picks_per_hour,lines_per_hour,receiving_volume,outbound_volume,labor_hours,errors,rework,units_per_labor_hour,error_rate
WFC,2022,91.45,107.72,972,807,386.39,1,0,2.0885633686172005,0.0012391573729863693
WFC,2022,71.57,69.53,945,997,435.11,2,1,2.2913745949300175,0.0020060180541624875
WFC,2022,85.29,75.58,714,667,448.64,5,2,1.4867154065620543,0.0074962518740629685
WFC,2022,65.85,69.32,682,1112,472.48,3,1,2.353538774128005,0.002697841726618705
WFC,2022,65.31,58.29,739,832,573.79,2,1,1.450007842590495,0.002403846153846154
WFC,2022,59.42,60.67,821,844,480.42,5,3,1.7567961367137088,0.005924170616113744
WFC,2022,107.92,122.09,848,1103,464.13,5,3,2.3764893456574665,0.004533091568449683
WFC,2022,92.07,97.59,524,1319,517.18,3,2,2.550369310491512,0.002274450341167551
WFC,2022,83.67,96.08,613,832,449.0,3,2,1.8530066815144766,0.003605769230769231
WFC,2022,80.67,85.03,691,1067,625.93,3,1,1.704663460770374,0.0028116213683223993
WFC,2022,71.39,75.3,864,1043,505.3,4,1,2.0641203245596675,0.003835091083413231
WFC,2022,72.4,58.11,895,1146,522.07,2,1,2.195107935717432,0.0017452006980802793
WFC,2022,67.65,68.22,752,1638,547.54,2,1,2.9915622602914858,0.001221001221001221
WFC,2022,53.35,45.05,807,870,738.32,2,0,1.1783508505796945,0.0022988505747126436
WFC,2022,93.88,108.15,483,1142,607.07,1,0,1.8811669165005682,0.0008756567425569177
WFC,2022,79.12,79.42,1171,770,306.61,5,1,2.5113336159942596,0.006493506493506494
WFC,2022,66.2,71.62,1205,811,514.85,2,0,1.5752160823540837,0.002466091245376079
WFC,2022,64.71,66.14,994,1513,610.71,3,1,2.477444286158733,0.0019828155981493722
WFC,2022,54.87,50.91,838,910,495.3,3,1,1.837270341207349,0.0032967032967032967
WFC,2022,64.32,67.44,670,1347,554.39,0,0,2.4296975053662586,0.0
WFC,2022,76.63,88.45,1124,1248,461.7,6,3,2.7030539311241064,0.004807692307692308
WFC,2022,80.71,73.75,1062,780,553.99,1,0,1.4079676528457192,0.001282051282051282
WFC,2022,84.92,88.85,856,1313,468.64,2,1,2.8017241379310347,0.0015232292460015233
WFC,2022,98.12,108.6,1101,1491,522.48,3,1,2.8536977491961415,0.002012072434607646
WFC,2022,79.16,76.87,802,1025,463.14,5,2,2.213153690028933,0.004878048780487805
WFC,2022,87.99,72.79,1268,552,586.03,4,1,0.9419313004453698,0.007246376811594203
WFC,2022,94.8,107.3,853,1262,744.54,5,3,1.695006312622559,0.003961965134706815
WFC,2022,98.21,88.71,1440,1407,654.04,4,1,2.1512445721974194,0.0028429282160625444
WFC,2022,85.04,100.34,615,740,410.33,2,0,1.8034265103697025,0.002702702702702703
WFC,2022,76.81,90.82,1156,1219,351.88,5,3,3.4642491758554055,0.004101722723543888
WFC,2022,77.31,70.94,906,1101,639.03,1,0,1.7229238063940662,0.0009082652134423251
WFC,2022,73.97,72.03,881,655,535.41,0,0,1.2233615360191257,0.0
WFC,2022,68.03,76.77,1269,706,472.1,2,0,1.495445880110146,0.0028328611898017
WFC,2022,93.86,97.0,1580,671,562.63,2,0,1.1926132627126176,0.0029806259314456036
WFC,2022,72.92,66.81,1108,1077,674.23,2,0,1.5973777494326862,0.0018570102135561746
WFC,2022,111.68,114.12,544,898,534.09,1,0,1.6813645640247896,0.0011135857461024498
WFC,2022,107.07,117.58,998,1215,426.79,4,1,2.846833337238454,0.0032921810699588477
WFC,2022,68.85,64.48,1220,986,490.83,3,0,2.008842165311819,0.0030425963488843813
WFC,2022,82.16,87.62,711,1105,599.13,3,1,1.844340961060204,0.0027149321266968325
WFC,2022,87.98,97.51,876,866,415.76,2,1,2.0829324610352127,0.0023094688221709007
WFC,2022,97.56,82.85,664,1058,824.83,6,2,1.2826885540050676,0.005671077504725898
WFC,2022,88.7,86.27,881,922,435.98,1,0,2.1147759071517043,0.0010845986984815619
WFC,2022,92.52,79.74,1288,1057,449.21,3,2,2.3530197457759177,0.002838221381267739
WFC,2022,67.3,57.61,1317,1220,656.41,4,1,1.8585944760134674,0.003278688524590164
WFC,2022,97.51,80.45,1107,1498,460.7,5,3,3.2515736922075105,0.0033377837116154874
WFC,2022,89.08,88.81,608,1019,603.97,3,1,1.6871698925443317,0.002944062806673209
WFC,2022,81.99,85.92,917,930,565.28,1,0,1.6452023775827909,0.001075268817204301
WFC,2022,93.14,96.09,816,1409,550.68,2,1,2.5586547541221765,0.0014194464158978
WFC,2022,79.8,68.0,1056,913,573.39,6,4,1.5922844835103507,0.0065717415115005475
WFC,2022,83.84,85.06,1238,740,812.53,5,2,0.9107356036084822,0.006756756756756757
WFC,2022,73.71,72.5,636,1109,704.18,2,1,1.5748814223636003,0.0018034265103697023
WFC,2022,61.96,70.87,1442,1140,532.55,4,2,2.140644070979251,0.0035087719298245615
WFC,2022,56.8,45.68,1272,1528,380.71,4,2,4.013553623492948,0.002617801047120419
WFC,2022,90.55,103.69,763,1021,612.45,4,3,1.667074863254143,0.0039177277179236044
WFC,2022,62.36,58.69,1074,1350,612.24,3,1,2.2050176401411212,0.0022222222222222222
WFC,2022,68.02,80.59,1457,1207,497.47,1,0,2.426276961424809,0.0008285004142502071
WFC,2022,98.46,96.32,1262,1272,432.91,1,0,2.938255064563073,0.0007861635220125787
WFC,2022,96.7,83.27,1285,320,649.46,7,3,0.49271702645274534,0.021875
WFC,2022,63.09,65.3,992,1299,647.27,5,1,2.0068904784711172,0.003849114703618168
WFC,2022,94.97,112.04,851,686,553.29,3,1,1.239856133311645,0.004373177842565598
WFC,2022,86.23,74.21,953,1492,531.47,2,0,2.8073080324383315,0.0013404825737265416
WFC,2022,110.92,121.59,918,1590,752.14,0,0,2.113968144228468,0.0
WFC,2022,75.22,81.45,704,957,621.71,3,1,1.5393028904151453,0.003134796238244514
WFC,2022,120.57,101.03,883,911,711.4,5,2,1.2805735170087154,0.005488474204171241
WFC,2022,82.37,93.32,917,1180,567.43,2,1,2.0795516627601645,0.001694915254237288
WFC,2022,84.55,88.0,1090,860,590.25,0,0,1.4570097416349004,0.0
WFC,2022,87.53,103.4,1041,1301,485.64,3,1,2.6789391318672267,0.0023059185242121443
WFC,2022,87.22,96.18,782,688,547.33,4,1,1.2570113094476822,0.005813953488372093
WFC,2022,78.26,73.59,1015,917,532.5,3,2,1.7220657276995306,0.003271537622682661
WFC,2022,86.0,86.78,1182,1054,667.07,8,4,1.5800440733356318,0.007590132827324478
WFC,2022,100.85,113.6,1165,1025,476.88,6,2,2.14938768662976,0.005853658536585366
WFC,2022,88.52,89.85,853,1572,654.07,3,1,2.403412478786674,0.0019083969465648854
WFC,2022,88.57,81.03,952,1108,590.93,3,1,1.87501057654883,0.002707581227436823
WFC,2022,86.8,100.8,781,573,408.32,2,0,1.4033111285266457,0.0034904013961605585
WFC,2022,64.91,61.08,592,668,471.13,1,0,1.4178676798335916,0.0014970059880239522
WFC,2022,81.14,65.15,982,969,499.57,5,2,1.9396681145785375,0.005159958720330237
WFC,2022,91.77,85.79,1142,995,470.92,5,1,2.1128854157818737,0.005025125628140704
WFC,2022,84.07,97.27,925,771,458.7,3,1,1.6808371484630478,0.0038910505836575876
WFC,2022,98.81,86.29,730,1025,583.4,2,1,1.7569420637641413,0.001951219512195122
WFC,2022,77.46,81.85,736,615,542.16,2,1,1.1343514829570607,0.0032520325203252032
WFC,2022,79.59,91.27,470,948,464.41,4,1,2.0412997136151243,0.004219409282700422
WFC,2022,71.67,84.02,606,871,581.86,3,0,1.4969236586120371,0.003444316877152698
WFC,2022,111.85,94.58,724,1122,603.8,1,0,1.8582312023848957,0.00089126559714795
WFC,2022,95.43,91.44,905,1057,446.69,1,0,2.3662942980590564,0.000946073793755913
WFC,2022,91.51,83.53,1015,529,540.88,4,1,0.9780357935216684,0.007561436672967864
WFC,2022,100.01,119.74,628,800,550.23,1,0,1.4539374443414572,0.00125
WFC,2022,86.28,90.7,993,662,528.3,2,1,1.2530759038425139,0.0030211480362537764
WFC,2022,77.56,72.13,307,1011,574.03,3,2,1.7612319913593366,0.002967359050445104
WFC,2022,83.25,69.09,760,1061,661.34,4,1,1.6043185048537816,0.003770028275212064
WFC,2022,97.24,97.19,880,1057,592.89,2,0,1.7827927608831318,0.001892147587511826
WFC,2022,82.27,66.41,593,577,557.06,3,1,1.035795066958676,0.005199306759098787
WFC,2022,99.61,107.29,656,581,441.91,5,2,1.3147473467448123,0.008605851979345954
WFC,2022,69.43,72.22,494,651,632.54,5,2,1.0291839251272648,0.007680491551459293
WFC,2022,73.47,61.28,852,684,603.4,3,2,1.1335764003977462,0.0043859649122807015
WFC,2022,95.56,105.12,654,1137,638.72,0,0,1.7801227454909818,0.0
WFC,2022,83.92,79.77,1036,749,460.46,5,3,1.6266342353298875,0.006675567423230975
WFC,2022,104.1,88.42,445,627,666.25,1,0,0.9410881801125703,0.001594896331738437
WFC,2022,84.42,93.06,971,803,469.58,4,2,1.7100387580390988,0.0049813200498132005
WFC,2022,100.08,115.9,547,368,346.1,3,1,1.0632765096792833,0.008152173913043478
WFC,2022,74.59,69.03,934,596,442.76,2,1,1.3461017255397958,0.003355704697986577
WFC,2022,86.71,93.4,973,995,645.2,1,0,1.5421574705517669,0.0010050251256281408
WFC,2022,86.0,70.12,811,738,511.23,2,1,1.4435772548559356,0.0027100271002710027
WFC,2022,45.05,52.88,771,766,536.72,3,1,1.4271873602623342,0.0039164490861618795
WFC,2022,78.34,91.33,900,688,330.37,1,0,2.082513545418773,0.0014534883720930232
WFC,2022,70.02,62.11,499,439,445.28,0,0,0.985896514552641,0.0
WFC,2022,66.52,58.47,761,759,669.26,4,2,1.1340883961390191,0.005270092226613966
WFC,2022,57.52,52.67,646,597,425.7,4,1,1.4023960535588442,0.006700167504187605
WFC,2022,109.33,121.02,627,712,540.16,2,1,1.3181279620853081,0.0028089887640449437
WFC,2022,63.36,60.47,1086,781,459.28,0,0,1.7004877199094235,0.0
WFC,2022,55.29,49.23,1084,601,547.98,1,0,1.0967553560348917,0.0016638935108153079
WFC,2022,79.57,93.5,984,1083,363.65,6,2,2.978138319813007,0.00554016620498615
WFC,2022,59.32,63.65,1027,597,593.68,2,1,1.0055922382428244,0.0033500837520938024
WFC,2022,73.07,60.13,735,887,437.79,4,2,2.0260855661390162,0.004509582863585118
WFC,2022,113.73,103.76,634,1037,462.95,4,2,2.2399827195161466,0.003857280617164899
WFC,2022,86.37,87.67,617,911,503.75,4,1,1.8084367245657569,0.0043907793633369925
WFC,2022,59.22,65.95,636,633,503.67,4,2,1.2567752695217107,0.00631911532385466
WFC,2022,72.52,66.72,906,1238,573.79,3,1,2.1575837850084527,0.0024232633279483036
WFC,2022,83.15,79.67,727,662,368.43,5,1,1.7968135059577124,0.0075528700906344415
WFC,2022,84.62,89.95,984,792,666.69,1,0,1.187958421455249,0.0012626262626262627
WFC,2022,103.91,118.01,917,1021,463.8,3,1,2.2013799051315224,0.002938295788442703
WFC,2022,78.03,74.06,920,597,345.26,2,0,1.7291316688872154,0.0033500837520938024
WFC,2022,79.77,72.11,766,704,505.92,2,1,1.3915243516761542,0.002840909090909091
WFC,2022,38.51,44.05,802,1184,493.62,3,1,2.3986062153073213,0.002533783783783784
WFC,2022,63.47,53.5,1015,906,562.76,1,0,1.6099225246996944,0.0011037527593818985
WFC,2022,74.47,63.48,812,1302,337.92,2,1,3.8529829545454546,0.0015360983102918587
WFC,2022,73.97,73.86,806,1353,363.47,1,0,3.7224530222576826,0.0007390983000739098
WFC,2022,68.98,75.63,985,981,539.0,3,1,1.8200371057513915,0.0030581039755351682
WFC,2022,79.83,72.13,260,582,429.73,2,1,1.354338770856119,0.003436426116838488
WFC,2022,94.87,98.05,406,1002,568.42,3,1,1.7627810421871153,0.0029940119760479044
WFC,2022,90.16,80.01,706,910,533.72,2,0,1.7050138649479127,0.002197802197802198
WFC,2022,61.94,64.68,629,1192,587.27,7,4,2.0297307882234747,0.00587248322147651
WFC,2022,62.26,51.8,757,418,586.64,4,1,0.7125323878358107,0.009569377990430622
WFC,2022,71.23,62.83,738,912,374.46,3,1,2.4355071302675855,0.003289473684210526
WFC,2022,122.15,115.27,619,569,222.25,2,1,2.5601799775028122,0.0035149384885764497
WFC,2022,88.95,88.97,954,1174,430.06,0,0,2.729851648607171,0.0
WFC,2022,84.74,89.24,920,548,554.38,2,1,0.9884916483278617,0.0036496350364963502
WFC,2022,65.6,68.57,921,986,448.62,6,3,2.197851188087914,0.006085192697768763
WFC,2022,74.84,79.5,869,905,747.24,3,1,1.211123601520261,0.0033149171270718232
WFC,2022,85.72,85.92,973,961,696.7,2,1,1.3793598392421413,0.002081165452653486
WFC,2022,94.31,95.51,282,691,371.4,5,2,1.8605277329025312,0.00723589001447178
WFC,2022,98.88,87.32,419,720,606.34,1,0,1.1874525843586106,0.001388888888888889
WFC,2022,66.31,68.01,1004,1118,676.26,5,3,1.6532103037293349,0.004472271914132379
WFC,2022,82.13,79.78,526,879,708.23,3,1,1.2411222343024157,0.0034129692832764505
WFC,2022,95.03,93.61,757,643,510.73,4,2,1.258982241105868,0.006220839813374806
WFC,2022,75.28,84.87,746,980,661.32,0,0,1.4818847154176495,0.0
WFC,2022,83.16,79.14,906,775,428.48,3,1,1.8087191934279312,0.003870967741935484
WFC,2022,66.82,76.02,1091,1130,520.36,1,0,2.171573526020447,0.0008849557522123894
WFC,2022,79.94,91.86,726,871,637.46,1,0,1.366360242211276,0.001148105625717566
WFC,2022,85.52,99.43,1093,1295,509.03,1,0,2.544054377934503,0.0007722007722007722
WFC,2022,55.6,47.66,1131,809,569.69,3,2,1.4200705646930785,0.003708281829419036
WFC,2022,84.95,73.48,1067,914,548.04,3,2,1.6677614772644334,0.0032822757111597373
WFC,2022,46.16,40.55,869,1191,402.06,1,0,2.9622444411281896,0.0008396305625524769
WFC,2022,68.59,56.04,525,1090,543.53,6,3,2.0054090850551027,0.005504587155963303
WFC,2022,53.88,61.8,508,1151,645.2,5,1,1.7839429634221946,0.004344048653344918
WFC,2022,75.87,85.82,803,1110,622.94,2,1,1.7818730535846148,0.0018018018018018018
WFC,2022,96.7,113.78,1090,953,599.67,6,4,1.5892073974019045,0.0062959076600209865
WFC,2022,76.49,79.43,570,631,521.96,3,2,1.2089048969269676,0.004754358161648178
WFC,2022,67.5,73.12,384,1038,552.53,4,2,1.8786310245597524,0.0038535645472061657
WFC,2022,50.65,56.01,593,1108,400.43,2,1,2.7670254476437828,0.0018050541516245488
WFC,2022,81.42,96.85,985,774,401.87,3,1,1.9259959688456465,0.003875968992248062
WFC,2022,103.58,111.41,814,1045,466.62,3,2,2.2395096652522395,0.0028708133971291866
WFC,2022,104.89,86.52,1058,990,619.89,3,1,1.597057542467212,0.0030303030303030303
WFC,2022,64.98,73.81,703,513,336.52,2,0,1.5244264828242007,0.003898635477582846
WFC,2022,70.98,64.53,774,319,425.9,0,0,0.7490021131721062,0.0
WFC,2022,64.74,64.08,187,1074,580.59,2,0,1.8498424016948276,0.00186219739292365
WFC,2022,76.78,72.75,1541,991,679.29,3,2,1.4588761795404026,0.0030272452068617556
WFC,2022,77.74,67.23,1379,1472,721.85,2,0,2.0392048209461797,0.001358695652173913
WFC,2022,94.8,79.47,1294,1525,482.78,3,1,3.1587886822155022,0.0019672131147540984
WFC,2022,61.36,55.88,635,1489,605.09,5,2,2.4607909567171826,0.0033579583613163196
WFC,2022,77.21,74.47,1043,1304,676.56,3,1,1.9273974222537544,0.0023006134969325155
WFC,2022,84.77,100.53,1127,1581,604.6,4,3,2.614952034402911,0.002530044275774826
WFC,2022,84.63,92.77,1027,1324,646.21,3,1,2.0488695625261135,0.0022658610271903325
WFC,2022,68.23,68.86,1435,1139,464.81,1,0,2.4504636303005527,0.000877963125548727
WFC,2022,86.61,92.12,1166,1194,686.27,3,1,1.739840004662888,0.002512562814070352
WFC,2022,72.29,84.04,855,633,540.57,3,1,1.1709861812531217,0.004739336492890996
WFC,2022,86.04,71.62,1095,1554,591.17,3,2,2.62868548809987,0.0019305019305019305
WFC,2022,76.98,64.07,1040,840,691.63,3,1,1.2145222156355278,0.0035714285714285713
WFC,2022,76.62,72.86,1239,1064,521.85,4,2,2.038900067069081,0.0037593984962406013
WFC,2022,103.67,109.61,978,1116,738.12,5,1,1.5119492765404,0.004480286738351254
WFC,2022,107.18,116.43,1094,1132,703.89,3,1,1.6082058276151103,0.00265017667844523
WFC,2022,75.43,60.57,492,1539,522.25,1,0,2.9468645284825277,0.000649772579597141
WFC,2022,110.72,95.74,1190,1168,592.49,1,0,1.9713412884605648,0.0008561643835616438
WFC,2022,87.19,83.99,935,1011,519.79,3,2,1.9450162565651514,0.002967359050445104
WFC,2022,101.47,98.85,1166,1676,559.11,4,1,2.9976212194380354,0.002386634844868735
WFC,2022,83.45,98.01,1142,1611,649.76,4,1,2.4793770007387343,0.002482929857231533
WFC,2022,74.9,71.51,1301,2057,532.75,8,3,3.8610980760206477,0.003889158969372873
WFC,2022,94.49,86.12,1251,1540,492.59,1,0,3.1263322438539154,0.0006493506493506494
WFC,2022,83.71,77.38,1559,1195,591.86,4,2,2.019058561146217,0.0033472803347280333
WFC,2022,93.92,92.82,807,2095,615.25,1,0,3.405119869971556,0.00047732696897374703
WFC,2022,94.61,89.14,1474,803,649.12,1,0,1.2370594035001232,0.0012453300124533001
WFC,2022,69.2,73.68,832,1417,537.83,6,3,2.63466151014261,0.004234297812279464
WFC,2022,110.04,101.13,1187,1618,670.5,1,0,2.4131245339299032,0.0006180469715698393
WFC,2022,70.31,78.92,1318,1231,797.38,2,1,1.5438059645338484,0.0016246953696181965
WFC,2022,86.0,103.1,1273,647,604.02,2,1,1.0711565842190656,0.0030911901081916537
WFC,2022,84.47,73.19,1556,1366,463.56,4,3,2.946759858486496,0.0029282576866764276
WFC,2022,78.94,94.03,1226,1356,807.06,4,2,1.6801724778826854,0.0029498525073746312
WFC,2022,72.96,85.57,1706,1391,597.65,1,0,2.327449175939095,0.0007189072609633358
WFC,2022,106.92,103.77,1192,998,492.71,3,2,2.02553226035599,0.003006012024048096
WFC,2022,84.84,91.95,1132,748,405.78,6,3,1.843363398886096,0.008021390374331552
WFC,2022,83.59,90.78,1359,1051,607.01,3,1,1.7314377028385035,0.0028544243577545195
WFC,2022,57.04,59.24,1575,1666,637.86,4,1,2.611858401530116,0.0024009603841536613
WFC,2022,76.37,91.63,1222,1122,606.31,2,0,1.8505385034058486,0.0017825311942959
WFC,2022,112.74,120.86,1663,1450,678.13,3,0,2.13823308215239,0.0020689655172413794
WFC,2022,104.87,122.76,1063,1422,467.41,2,1,3.0422969127746518,0.0014064697609001407
WFC,2022,113.08,123.87,1135,1654,718.68,1,0,2.3014415316970003,0.0006045949214026602
WFC,2022,40.3,47.25,1469,1149,540.9,4,1,2.124237382140876,0.0034812880765883376
WFC,2022,53.07,62.88,1370,1137,452.46,4,1,2.5129293197188702,0.003518029903254178
WFC,2022,84.42,85.44,1481,1459,406.53,4,2,3.5889110274764473,0.0027416038382453737
WFC,2022,81.82,84.55,733,1459,693.15,3,0,2.104883502849311,0.00205620287868403
WFC,2022,88.91,95.24,1236,1177,527.32,2,1,2.2320412652658725,0.0016992353440951572
WFC,2022,74.73,87.73,1222,1165,815.97,2,1,1.4277485691875926,0.0017167381974248926
WFC,2022,104.79,97.6,1012,690,557.93,4,1,1.2367142831538007,0.005797101449275362
WFC,2022,68.25,74.85,1225,1184,561.83,6,3,2.1073990352953738,0.005067567567567568
WFC,2022,77.03,79.85,990,1049,576.09,1,0,1.8208960405492196,0.0009532888465204957
WFC,2022,96.04,95.07,939,1229,383.15,8,5,3.207621036147723,0.006509357200976403
WFC,2022,80.34,74.39,788,1427,565.11,2,0,2.5251720903894816,0.001401541695865452
WFC,2022,97.67,85.65,1284,1287,476.41,4,2,2.701454629415839,0.003108003108003108
WFC,2022,63.97,65.19,1628,1534,713.78,2,0,2.149121578077279,0.001303780964797914
WFC,2022,64.56,65.78,1026,1615,557.54,2,0,2.896653154930588,0.001238390092879257
WFC,2022,60.57,60.95,990,1626,521.0,4,1,3.1209213051823417,0.0024600246002460025
WFC,2022,84.11,96.65,1483,1341,648.87,2,0,2.0666697489481716,0.0014914243102162564
WFC,2022,95.85,109.98,1247,1281,670.49,3,1,1.910543035690316,0.00234192037470726
WFC,2022,65.26,72.86,699,1483,659.84,1,0,2.247514548981571,0.0006743088334457181
WFC,2022,76.17,88.75,712,1553,385.82,3,1,4.025193095225753,0.0019317450096587251
WFC,2022,103.01,90.45,997,1448,611.82,2,1,2.3667091628256673,0.0013812154696132596
WFC,2022,73.99,87.93,1401,1128,517.09,1,0,2.1814384343151096,0.0008865248226950354
WFC,2023,85.49,101.53,752,1044,482.35,2,1,2.1644034414843993,0.0019157088122605363
WFC,2023,81.28,97.1,950,1215,496.23,4,1,2.4484613989480684,0.0032921810699588477
WFC,2023,64.06,69.8,916,1258,543.79,2,1,2.3133930377535448,0.001589825119236884
WFC,2023,85.94,75.0,750,969,462.99,6,4,2.0929177736020215,0.006191950464396285
WFC,2023,69.5,64.77,880,725,505.04,3,1,1.4355298590210677,0.004137931034482759
WFC,2023,74.19,61.01,510,741,438.71,2,1,1.6890428757037679,0.002699055330634278
WFC,2023,83.74,88.83,830,1224,689.18,3,1,1.7760236803157377,0.0024509803921568627
WFC,2023,73.05,70.26,830,894,744.73,3,2,1.2004350570005236,0.003355704697986577
WFC,2023,82.78,79.65,868,929,481.89,2,1,1.9278258523729483,0.002152852529601722
WFC,2023,109.27,103.65,689,777,420.74,1,0,1.8467462090602271,0.001287001287001287
WFC,2023,86.27,71.25,349,1013,502.25,0,0,2.016923842707815,0.0
WFC,2023,115.43,131.86,815,1011,583.94,3,2,1.7313422611912181,0.002967359050445104
WFC,2023,67.07,58.67,649,809,331.19,5,2,2.4427066034602496,0.006180469715698393
WFC,2023,34.74,30.64,756,879,486.06,2,1,1.8084187137390446,0.0022753128555176336
WFC,2023,96.5,106.95,500,380,598.15,7,2,0.6352921507982948,0.018421052631578946
WFC,2023,72.51,82.93,737,866,681.97,2,1,1.269850579937534,0.0023094688221709007
WFC,2023,72.63,78.55,1077,1003,557.26,3,2,1.7998779743746187,0.0029910269192422734
WFC,2023,89.07,71.92,733,979,530.16,2,1,1.846612343443489,0.0020429009193054137
WFC,2023,98.56,85.91,1356,926,642.52,0,0,1.4412002739214345,0.0
WFC,2023,80.59,96.14,858,1003,263.13,3,1,3.8118040512294304,0.0029910269192422734
WFC,2023,43.72,36.69,742,711,542.81,5,2,1.3098505922882777,0.007032348804500703
WFC,2023,98.81,107.56,829,1151,746.5,3,2,1.5418620227729405,0.0026064291920069507
WFC,2023,67.11,55.4,1036,675,476.09,4,1,1.4177991556218363,0.005925925925925926
WFC,2023,102.32,100.57,881,925,605.24,2,1,1.528319344392307,0.002162162162162162
WFC,2023,66.6,73.02,776,1213,732.82,1,0,1.6552495837995687,0.0008244023083264633
WFC,2023,99.77,101.43,957,842,612.58,4,3,1.374514349146234,0.004750593824228029
WFC,2023,75.11,83.59,633,1123,324.51,5,3,3.4606021386089796,0.004452359750667854
WFC,2023,80.22,84.62,546,673,663.06,3,1,1.0149911018610684,0.004457652303120356
WFC,2023,90.62,79.45,663,676,279.8,4,2,2.4160114367405288,0.005917159763313609
WFC,2023,81.48,91.39,1235,993,674.49,3,2,1.4722234577236133,0.0030211480362537764
WFC,2023,94.1,79.57,738,1233,329.22,5,1,3.745215965008201,0.0040551500405515
WFC,2023,97.64,83.95,1037,1119,487.58,2,0,2.295007998687395,0.0017873100983020554
WFC,2023,91.81,108.34,897,760,303.63,3,2,2.5030464710338243,0.003947368421052632
WFC,2023,80.64,73.9,439,1045,377.61,4,1,2.7674055242181086,0.003827751196172249
WFC,2023,81.09,74.36,828,770,596.66,3,1,1.290517212482821,0.003896103896103896
WFC,2023,96.22,83.38,977,666,389.84,3,1,1.7083931869484918,0.0045045045045045045
WFC,2023,79.81,65.53,814,202,459.03,3,1,0.44005838398361763,0.01485148514851485
WFC,2023,75.96,82.25,1548,925,343.85,3,1,2.6901265086520283,0.003243243243243243
WFC,2023,82.41,84.97,716,740,555.67,3,1,1.3317256645131104,0.004054054054054054
WFC,2023,68.86,62.67,1123,769,480.29,1,0,1.6011159924212455,0.0013003901170351106
WFC,2023,83.93,69.05,907,614,440.89,1,0,1.3926376193608383,0.0016286644951140066
WFC,2023,78.63,79.34,712,867,492.1,1,0,1.7618370249949196,0.0011534025374855825
WFC,2023,65.72,66.82,847,1068,680.05,1,0,1.5704727593559298,0.0009363295880149813
WFC,2023,68.06,61.96,592,1185,610.59,3,2,1.9407458359946936,0.002531645569620253
WFC,2023,80.3,80.62,777,1202,426.33,2,0,2.819412192433092,0.0016638935108153079
WFC,2023,94.92,99.52,676,751,522.89,2,0,1.4362485417583049,0.002663115845539281
WFC,2023,97.71,78.82,843,532,474.54,3,2,1.121085682977199,0.005639097744360902
WFC,2023,66.17,58.51,786,730,642.43,3,1,1.1363105708014882,0.00410958904109589
WFC,2023,77.7,75.72,778,679,537.22,3,1,1.2639142250846953,0.004418262150220913
WFC,2023,103.28,119.43,800,693,624.95,4,2,1.1088887110968877,0.005772005772005772
WFC,2023,59.13,47.31,822,984,576.94,3,2,1.7055499705341974,0.003048780487804878
WFC,2023,69.06,76.18,929,1287,714.36,3,1,1.8016126322862422,0.002331002331002331
WFC,2023,99.88,95.75,687,873,475.59,7,5,1.8356147101494986,0.008018327605956471
WFC,2023,59.99,52.67,885,865,543.34,2,1,1.5920050060735451,0.0023121387283236996
WFC,2023,95.95,76.83,538,846,418.43,3,0,2.0218435580622804,0.0035460992907801418
WFC,2023,84.83,91.31,979,856,581.16,4,2,1.4729162364925323,0.004672897196261682
WFC,2023,73.04,61.33,695,702,468.92,4,2,1.4970570673035912,0.005698005698005698
WFC,2023,55.41,45.6,844,519,322.22,7,3,1.6107007634535409,0.01348747591522158
WFC,2023,87.67,94.29,837,817,438.81,0,0,1.8618536496433535,0.0
WFC,2023,58.76,66.18,726,381,432.96,6,3,0.8799889135254989,0.015748031496062992
WFC,2023,93.07,96.22,885,1237,517.23,2,1,2.3915859482241943,0.0016168148746968471
WFC,2023,69.64,79.93,655,546,334.42,1,0,1.6326774714430954,0.0018315018315018315
WFC,2023,67.08,62.01,970,974,601.29,2,0,1.619850654426317,0.002053388090349076
WFC,2023,86.76,73.38,637,605,554.66,3,1,1.0907583023834422,0.0049586776859504135
WFC,2023,99.71,110.12,878,214,235.68,3,2,0.9080108621860149,0.014018691588785047
WFC,2023,68.49,56.7,783,1309,649.75,2,1,2.014621008080031,0.0015278838808250573
WFC,2023,59.96,67.96,908,768,622.95,2,0,1.2328437274259572,0.0026041666666666665
WFC,2023,65.74,75.47,817,1135,552.79,2,1,2.053220933808499,0.001762114537444934
WFC,2023,80.12,67.04,894,694,468.47,10,7,1.4814182338250048,0.01440922190201729
WFC,2023,92.07,74.55,1127,655,504.4,3,0,1.2985725614591594,0.004580152671755725
WFC,2023,67.25,79.74,514,861,569.73,4,1,1.5112421673424252,0.004645760743321719
WFC,2023,88.71,73.16,835,771,428.75,3,1,1.7982507288629737,0.0038910505836575876
WFC,2023,61.69,66.29,1001,870,287.55,0,0,3.025560772039645,0.0
WFC,2023,74.17,64.45,520,832,497.78,3,1,1.6714211097271887,0.003605769230769231
WFC,2023,63.18,72.7,580,950,610.24,1,0,1.5567645516518092,0.0010526315789473684
WFC,2023,96.99,106.65,712,1032,486.8,2,0,2.1199671322925226,0.001937984496124031
WFC,2023,88.57,89.64,1025,1374,449.08,4,1,3.0595884920281464,0.002911208151382824
WFC,2023,64.59,72.23,702,496,450.3,3,1,1.1014878969575839,0.006048387096774193
