supplier_id,shipment_id,order_date,promised_lead_time,actual_lead_time,units_ordered,units_received,delivery_status,cost_per_unit,fill_rate,lead_variance
SUP028,SHP015482,2024,16,16,394,394,On-Time,93.78,1.0,0
SUP026,SHP015483,2023,4,8,484,484,Late,188.05,1.0,4
SUP056,SHP015484,2024,16,13,354,354,Early,88.44,1.0,-3
SUP030,SHP015485,2022,20,19,399,399,On-Time,107.8,1.0,-1
SUP002,SHP015486,2024,3,1,264,264,Early,179.08,1.0,-2
SUP001,SHP015487,2024,3,1,224,224,Early,129.68,1.0,-2
SUP023,SHP015488,2023,11,8,103,103,Early,14.63,1.0,-3
SUP039,SHP015489,2023,16,14,499,423,Early,168.95,0.8476953907815631,-2
SUP039,SHP015490,2022,14,11,292,292,Early,11.96,1.0,-3
SUP018,SHP015491,2023,7,3,229,229,Early,191.75,1.0,-4
SUP026,SHP015492,2022,8,7,76,55,On-Time,118.84,0.7236842105263158,-1
SUP059,SHP015493,2024,8,9,250,190,On-Time,100.38,0.76,1
SUP039,SHP015494,2024,8,10,188,188,Late,143.74,1.0,2
SUP056,SHP015495,2024,19,22,310,310,Late,47.72,1.0,3
SUP054,SHP015496,2024,5,8,153,153,Late,101.77,1.0,3
SUP026,SHP015497,2023,9,8,184,184,On-Time,35.52,1.0,-1
SUP026,SHP015498,2023,6,1,288,288,Early,166.95,1.0,-5
SUP044,SHP015499,2023,3,3,472,364,On-Time,127.16,0.7711864406779662,0
SUP039,SHP015500,2024,10,10,484,484,On-Time,67.89,1.0,0
SUP016,SHP015501,2022,19,18,235,235,On-Time,34.29,1.0,-1
SUP056,SHP015502,2024,4,4,271,271,On-Time,162.06,1.0,0
SUP046,SHP015503,2024,14,15,459,459,On-Time,161.98,1.0,1
SUP009,SHP015504,2023,8,8,60,60,On-Time,124.58,1.0,0
SUP050,SHP015505,2022,3,3,225,225,On-Time,177.39,1.0,0
SUP016,SHP015506,2023,16,17,122,122,On-Time,31.45,1.0,1
SUP014,SHP015507,2022,13,12,337,337,On-Time,190.09,1.0,-1
SUP045,SHP015508,2024,7,7,252,252,On-Time,176.32,1.0,0
SUP030,SHP015509,2022,10,10,89,89,On-Time,49.64,1.0,0
SUP004,SHP015510,2024,18,22,402,341,Late,103.12,0.8482587064676617,4
SUP002,SHP015511,2022,5,9,263,263,Late,66.15,1.0,4
SUP032,SHP015512,2024,16,6,462,462,Early,14.03,1.0,-10
SUP007,SHP015513,2022,11,11,467,467,On-Time,41.07,1.0,0
SUP048,SHP015514,2022,4,6,287,287,Late,59.77,1.0,2
SUP044,SHP015515,2024,11,13,341,341,Late,48.13,1.0,2
SUP021,SHP015516,2022,7,2,407,407,Early,199.95,1.0,-5
SUP034,SHP015517,2022,20,24,352,352,Late,33.04,1.0,4
SUP053,SHP015518,2023,16,16,361,361,On-Time,38.94,1.0,0
SUP001,SHP015519,2022,14,10,342,342,Early,149.34,1.0,-4
SUP051,SHP015520,2022,20,18,392,392,Early,127.29,1.0,-2
SUP002,SHP015521,2024,12,11,416,350,On-Time,42.24,0.8413461538461539,-1
SUP038,SHP015522,2024,13,16,463,463,Late,150.43,1.0,3
SUP032,SHP015523,2023,14,16,115,115,Late,175.56,1.0,2
SUP056,SHP015524,2023,5,9,420,420,Late,178.77,1.0,4
SUP059,SHP015525,2022,20,16,102,102,Early,106.31,1.0,-4
SUP005,SHP015526,2024,18,24,208,208,Late,182.33,1.0,6
SUP018,SHP015527,2023,15,22,374,374,Late,2.63,1.0,7
SUP042,SHP015528,2022,15,20,68,68,Late,134.66,1.0,5
SUP004,SHP015529,2022,3,4,117,117,On-Time,122.5,1.0,1
SUP036,SHP015530,2024,12,5,455,322,Early,140.93,0.7076923076923077,-7
SUP027,SHP015531,2022,9,9,422,422,On-Time,178.33,1.0,0
SUP013,SHP015532,2024,7,4,222,222,Early,110.51,1.0,-3
SUP016,SHP015533,2023,10,11,59,59,On-Time,181.15,1.0,1
SUP012,SHP015534,2024,10,10,251,208,On-Time,20.91,0.8286852589641435,0
SUP014,SHP015535,2023,7,6,434,434,On-Time,146.08,1.0,-1
SUP020,SHP015536,2023,9,13,250,250,Late,21.13,1.0,4
SUP014,SHP015537,2023,12,9,407,407,Early,119.38,1.0,-3
SUP055,SHP015538,2022,17,17,457,457,On-Time,154.07,1.0,0
SUP002,SHP015539,2023,20,18,244,244,Early,10.07,1.0,-2
SUP052,SHP015540,2023,20,22,160,160,Late,42.1,1.0,2
SUP049,SHP015541,2024,12,13,77,56,On-Time,87.67,0.7272727272727273,1
SUP026,SHP015542,2024,11,5,252,252,Early,140.45,1.0,-6
SUP022,SHP015543,2024,5,4,134,113,On-Time,176.49,0.8432835820895522,-1
SUP057,SHP015544,2024,19,21,113,113,Late,11.52,1.0,2
SUP035,SHP015545,2024,15,14,233,233,On-Time,174.9,1.0,-1
SUP050,SHP015546,2023,3,6,495,495,Late,7.54,1.0,3
SUP032,SHP015547,2024,10,12,357,357,Late,43.68,1.0,2
SUP019,SHP015548,2022,3,3,255,255,On-Time,98.9,1.0,0
SUP019,SHP015549,2023,11,11,381,381,On-Time,101.31,1.0,0
SUP057,SHP015550,2023,17,18,492,492,On-Time,24.5,1.0,1
SUP045,SHP015551,2024,20,23,446,446,Late,151.83,1.0,3
SUP035,SHP015552,2022,12,12,283,283,On-Time,121.96,1.0,0
SUP045,SHP015553,2023,9,14,83,83,Late,38.87,1.0,5
SUP034,SHP015554,2023,15,16,481,481,On-Time,162.15,1.0,1
SUP036,SHP015555,2023,6,11,226,226,Late,169.78,1.0,5
SUP013,SHP015556,2024,9,10,367,367,On-Time,10.81,1.0,1
SUP040,SHP015557,2024,10,15,416,416,Late,95.67,1.0,5
SUP057,SHP015558,2024,5,6,322,322,On-Time,116.56,1.0,1
SUP042,SHP015559,2022,9,7,457,400,Early,151.42,0.87527352297593,-2
SUP011,SHP015560,2024,13,14,492,492,On-Time,170.86,1.0,1
SUP016,SHP015561,2024,4,7,154,154,Late,191.08,1.0,3
SUP030,SHP015562,2022,7,6,413,413,On-Time,184.19,1.0,-1
SUP022,SHP015563,2024,12,8,201,201,Early,183.04,1.0,-4
SUP039,SHP015564,2024,20,21,272,272,On-Time,99.55,1.0,1
SUP047,SHP015565,2022,8,10,225,225,Late,144.85,1.0,2
SUP001,SHP015566,2022,12,15,174,174,Late,76.72,1.0,3
SUP054,SHP015567,2023,12,5,305,305,Early,162.54,1.0,-7
SUP037,SHP015568,2023,3,3,235,235,On-Time,52.8,1.0,0
SUP032,SHP015569,2022,14,17,153,153,Late,114.33,1.0,3
SUP012,SHP015570,2022,19,16,378,302,Early,62.63,0.798941798941799,-3
SUP010,SHP015571,2024,19,22,381,381,Late,66.81,1.0,3
SUP034,SHP015572,2022,4,11,217,217,Late,115.51,1.0,7
SUP055,SHP015573,2022,19,19,138,138,On-Time,162.32,1.0,0
SUP057,SHP015574,2024,19,17,264,264,Early,185.6,1.0,-2
SUP021,SHP015575,2023,13,17,418,418,Late,125.7,1.0,4
SUP059,SHP015576,2023,20,24,309,309,Late,82.53,1.0,4
SUP035,SHP015577,2022,9,14,466,365,Late,197.04,0.7832618025751072,5
SUP054,SHP015578,2023,18,23,229,229,Late,195.59,1.0,5
SUP045,SHP015579,2024,16,13,108,108,Early,86.23,1.0,-3
SUP010,SHP015580,2023,9,7,161,161,Early,126.18,1.0,-2
SUP044,SHP015581,2023,13,14,403,403,On-Time,175.44,1.0,1
SUP024,SHP015582,2022,19,20,354,354,On-Time,153.1,1.0,1
SUP036,SHP015583,2024,15,16,51,45,On-Time,33.29,0.8823529411764706,1
SUP022,SHP015584,2024,20,19,484,484,On-Time,51.11,1.0,-1
SUP048,SHP015585,2023,10,7,137,114,Early,134.42,0.8321167883211679,-3
SUP018,SHP015586,2022,5,4,284,284,On-Time,181.17,1.0,-1
SUP023,SHP015587,2022,3,1,419,419,Early,75.76,1.0,-2
SUP021,SHP015588,2022,10,13,141,141,Late,106.85,1.0,3
SUP056,SHP015589,2024,20,19,109,109,On-Time,4.11,1.0,-1
SUP008,SHP015590,2022,14,17,364,364,Late,82.46,1.0,3
SUP014,SHP015591,2023,3,1,264,264,Early,169.44,1.0,-2
SUP040,SHP015592,2022,10,9,113,113,On-Time,149.57,1.0,-1
SUP050,SHP015593,2023,9,8,86,86,On-Time,165.59,1.0,-1
SUP008,SHP015594,2022,7,4,374,374,Early,19.01,1.0,-3
SUP058,SHP015595,2023,12,13,418,418,On-Time,119.22,1.0,1
SUP037,SHP015596,2023,12,9,393,393,Early,137.25,1.0,-3
SUP027,SHP015597,2023,15,11,135,135,Early,13.04,1.0,-4
SUP051,SHP015598,2022,8,6,159,159,Early,176.03,1.0,-2
SUP002,SHP015599,2024,17,15,436,436,Early,154.59,1.0,-2
SUP014,SHP015600,2022,19,18,189,189,On-Time,196.78,1.0,-1
SUP059,SHP015601,2024,14,14,132,132,On-Time,159.64,1.0,0
SUP020,SHP015602,2023,6,6,206,206,On-Time,127.12,1.0,0
SUP034,SHP015603,2022,19,19,262,262,On-Time,42.96,1.0,0
SUP056,SHP015604,2022,6,4,326,326,Early,49.65,1.0,-2
SUP011,SHP015605,2022,10,6,480,480,Early,114.7,1.0,-4
SUP050,SHP015606,2024,14,11,267,267,Early,13.05,1.0,-3
SUP049,SHP015607,2022,17,13,412,412,Early,191.21,1.0,-4
SUP016,SHP015608,2022,20,16,101,101,Early,61.09,1.0,-4
SUP028,SHP015609,2023,3,2,428,428,On-Time,87.79,1.0,-1
SUP032,SHP015610,2023,20,20,404,404,On-Time,121.92,1.0,0
SUP035,SHP015611,2024,17,19,275,275,Late,7.69,1.0,2
SUP036,SHP015612,2022,7,7,491,491,On-Time,102.96,1.0,0
SUP059,SHP015613,2022,20,18,308,308,Early,44.08,1.0,-2
SUP014,SHP015614,2023,4,1,235,235,Early,64.83,1.0,-3
SUP036,SHP015615,2024,13,12,488,488,On-Time,176.43,1.0,-1
SUP046,SHP015616,2022,11,12,416,355,On-Time,178.57,0.8533653846153846,1
SUP032,SHP015617,2024,12,14,178,178,Late,195.37,1.0,2
SUP013,SHP015618,2024,8,8,218,218,On-Time,123.56,1.0,0
SUP026,SHP015619,2022,6,1,64,64,Early,4.87,1.0,-5
SUP057,SHP015620,2023,7,8,88,88,On-Time,196.21,1.0,1
SUP037,SHP015621,2023,7,4,67,67,Early,9.79,1.0,-3
SUP054,SHP015622,2023,20,21,133,133,On-Time,38.94,1.0,1
SUP041,SHP015623,2023,17,16,164,164,On-Time,189.7,1.0,-1
SUP013,SHP015624,2023,20,15,151,151,Early,44.03,1.0,-5
SUP010,SHP015625,2024,15,18,369,369,Late,171.42,1.0,3
SUP016,SHP015626,2023,19,14,382,382,Early,54.21,1.0,-5
SUP035,SHP015627,2023,20,24,377,351,Late,88.34,0.9310344827586207,4
SUP002,SHP015628,2023,19,19,417,417,On-Time,144.45,1.0,0
SUP003,SHP015629,2024,5,3,243,243,Early,108.87,1.0,-2
SUP017,SHP015630,2024,8,15,141,141,Late,186.25,1.0,7
SUP045,SHP015631,2022,10,8,483,483,Early,148.6,1.0,-2
SUP016,SHP015632,2024,10,7,158,158,Early,155.76,1.0,-3
SUP027,SHP015633,2022,9,8,80,62,On-Time,139.15,0.775,-1
SUP017,SHP015634,2023,12,10,395,395,Early,156.74,1.0,-2
SUP029,SHP015635,2024,13,11,354,354,Early,38.83,1.0,-2
SUP024,SHP015636,2024,14,10,434,434,Early,192.0,1.0,-4
SUP034,SHP015637,2023,5,5,351,351,On-Time,77.1,1.0,0
SUP020,SHP015638,2024,8,10,483,420,Late,120.39,0.8695652173913043,2
SUP027,SHP015639,2024,12,12,77,77,On-Time,102.5,1.0,0
SUP027,SHP015640,2023,20,20,176,176,On-Time,132.77,1.0,0
SUP058,SHP015641,2023,8,6,350,350,Early,144.96,1.0,-2
SUP052,SHP015642,2022,4,1,374,374,Early,135.96,1.0,-3
SUP018,SHP015643,2023,19,16,177,177,Early,60.75,1.0,-3
SUP034,SHP015644,2023,9,10,71,58,On-Time,22.51,0.8169014084507042,1
SUP028,SHP015645,2024,15,11,499,499,Early,131.82,1.0,-4
SUP048,SHP015646,2023,3,7,272,272,Late,16.82,1.0,4
SUP031,SHP015647,2022,3,1,312,312,Early,8.53,1.0,-2
SUP046,SHP015648,2023,10,8,317,317,Early,21.37,1.0,-2
SUP018,SHP015649,2023,5,8,72,72,Late,5.44,1.0,3
SUP007,SHP015650,2024,15,15,63,46,On-Time,143.12,0.7301587301587301,0
SUP026,SHP015651,2023,20,20,458,374,On-Time,71.72,0.8165938864628821,0
SUP015,SHP015652,2022,4,4,266,266,On-Time,110.56,1.0,0
SUP032,SHP015653,2022,19,17,77,77,Early,179.2,1.0,-2
SUP050,SHP015654,2023,19,15,63,63,Early,14.17,1.0,-4
SUP006,SHP015655,2024,4,1,65,54,Early,28.94,0.8307692307692308,-3
SUP009,SHP015656,2023,7,6,389,389,On-Time,159.98,1.0,-1
SUP003,SHP015657,2024,12,14,124,124,Late,116.05,1.0,2
SUP026,SHP015658,2023,8,7,392,392,On-Time,72.1,1.0,-1
SUP015,SHP015659,2024,11,12,388,281,On-Time,199.59,0.7242268041237113,1
SUP007,SHP015660,2022,9,7,423,423,Early,166.93,1.0,-2
SUP030,SHP015661,2024,3,3,203,203,On-Time,6.93,1.0,0
SUP022,SHP015662,2023,9,12,289,289,Late,47.99,1.0,3
SUP023,SHP015663,2023,12,19,356,356,Late,31.55,1.0,7
SUP057,SHP015664,2022,12,11,331,304,On-Time,41.91,0.918429003021148,-1
SUP011,SHP015665,2024,6,2,94,94,Early,8.02,1.0,-4
SUP037,SHP015666,2022,8,8,254,254,On-Time,195.81,1.0,0
SUP029,SHP015667,2024,12,12,91,91,On-Time,179.6,1.0,0
SUP031,SHP015668,2022,5,2,278,278,Early,47.33,1.0,-3
SUP026,SHP015669,2024,17,18,121,121,On-Time,97.13,1.0,1
SUP003,SHP015670,2022,19,23,330,254,Late,97.23,0.7696969696969697,4
SUP008,SHP015671,2024,15,17,95,95,Late,141.12,1.0,2
SUP017,SHP015672,2022,4,3,363,363,On-Time,61.46,1.0,-1
SUP023,SHP015673,2023,10,16,146,146,Late,77.05,1.0,6
SUP033,SHP015674,2023,18,14,71,71,Early,182.19,1.0,-4
SUP020,SHP015675,2023,5,8,236,236,Late,40.43,1.0,3
SUP001,SHP015676,2022,13,19,143,124,Late,28.86,0.8671328671328671,6
SUP033,SHP015677,2023,15,8,145,145,Early,134.01,1.0,-7
SUP007,SHP015678,2023,20,16,174,174,Early,58.49,1.0,-4
SUP008,SHP015679,2022,20,21,103,103,On-Time,88.04,1.0,1
SUP048,SHP015680,2023,4,4,421,421,On-Time,84.85,1.0,0
SUP050,SHP015681,2022,5,1,299,299,Early,54.23,1.0,-4
SUP018,SHP015682,2023,9,10,476,476,On-Time,4.73,1.0,1
SUP017,SHP015683,2022,12,13,465,465,On-Time,17.85,1.0,1
SUP052,SHP015684,2022,11,8,125,125,Early,119.71,1.0,-3
SUP006,SHP015685,2023,15,15,473,473,On-Time,64.12,1.0,0
SUP024,SHP015686,2024,12,15,253,253,Late,106.46,1.0,3
SUP029,SHP015687,2023,12,10,268,268,Early,3.41,1.0,-2
SUP012,SHP015688,2024,19,16,400,400,Early,40.1,1.0,-3
SUP035,SHP015689,2024,19,15,346,346,Early,97.17,1.0,-4
SUP008,SHP015690,2023,19,19,421,421,On-Time,79.92,1.0,0
SUP046,SHP015691,2022,15,12,103,103,Early,143.47,1.0,-3
SUP020,SHP015692,2022,7,9,390,390,Late,19.6,1.0,2
SUP046,SHP015693,2024,11,7,491,491,Early,192.59,1.0,-4
SUP014,SHP015694,2024,14,10,150,150,Early,36.72,1.0,-4
SUP045,SHP015695,2022,17,20,90,90,Late,42.86,1.0,3
SUP025,SHP015696,2023,15,13,236,236,Early,148.52,1.0,-2
SUP058,SHP015697,2023,16,18,267,267,Late,84.11,1.0,2
SUP005,SHP015698,2023,12,9,110,110,Early,58.13,1.0,-3
SUP005,SHP015699,2024,20,21,275,275,On-Time,161.2,1.0,1
SUP027,SHP015700,2024,11,9,151,151,Early,55.2,1.0,-2
SUP035,SHP015701,2024,15,15,327,327,On-Time,72.96,1.0,0
SUP025,SHP015702,2022,4,8,398,398,Late,165.26,1.0,4
SUP008,SHP015703,2022,19,17,369,369,Early,109.95,1.0,-2
SUP007,SHP015704,2022,12,14,484,484,Late,65.53,1.0,2
SUP020,SHP015705,2024,8,7,251,251,On-Time,32.59,1.0,-1
SUP025,SHP015706,2024,8,8,61,61,On-Time,19.01,1.0,0
SUP059,SHP015707,2022,6,11,227,227,Late,55.48,1.0,5
SUP002,SHP015708,2023,6,4,404,404,Early,170.24,1.0,-2
SUP056,SHP015709,2022,20,19,132,132,On-Time,128.82,1.0,-1
SUP013,SHP015710,2023,17,15,156,156,Early,47.63,1.0,-2
SUP057,SHP015711,2023,19,20,496,496,On-Time,144.5,1.0,1
SUP025,SHP015712,2022,11,13,486,405,Late,173.31,0.8333333333333334,2
SUP005,SHP015713,2023,12,12,213,192,On-Time,166.13,0.9014084507042254,0
SUP006,SHP015714,2022,4,1,138,138,Early,83.38,1.0,-3
SUP034,SHP015715,2023,7,8,70,54,On-Time,27.25,0.7714285714285715,1
SUP039,SHP015716,2022,12,6,302,235,Early,80.74,0.7781456953642384,-6
SUP011,SHP015717,2024,19,14,373,373,Early,37.14,1.0,-5
SUP026,SHP015718,2023,4,6,451,451,Late,56.44,1.0,2
SUP048,SHP015719,2024,20,20,303,303,On-Time,174.9,1.0,0
SUP048,SHP015720,2022,3,5,172,172,Late,154.94,1.0,2
SUP002,SHP015721,2022,12,6,483,483,Early,106.66,1.0,-6
SUP051,SHP015722,2023,5,4,146,146,On-Time,143.3,1.0,-1
SUP022,SHP015723,2022,8,7,336,336,On-Time,70.1,1.0,-1
SUP022,SHP015724,2023,17,15,472,472,Early,102.22,1.0,-2
SUP022,SHP015725,2022,14,10,449,449,Early,155.98,1.0,-4
SUP046,SHP015726,2024,17,13,77,77,Early,38.08,1.0,-4
SUP041,SHP015727,2024,20,18,464,464,Early,79.76,1.0,-2
SUP018,SHP015728,2022,11,11,407,407,On-Time,30.25,1.0,0
SUP025,SHP015729,2022,13,18,163,163,Late,94.61,1.0,5
SUP023,SHP015730,2022,19,22,466,466,Late,111.01,1.0,3
SUP059,SHP015731,2024,8,7,151,151,On-Time,15.58,1.0,-1
SUP017,SHP015732,2024,12,13,104,104,On-Time,56.34,1.0,1
SUP012,SHP015733,2022,17,17,355,355,On-Time,25.43,1.0,0
SUP048,SHP015734,2024,16,16,87,87,On-Time,88.93,1.0,0
SUP026,SHP015735,2023,8,14,273,222,Late,127.64,0.8131868131868132,6
SUP033,SHP015736,2024,4,2,96,71,Early,55.06,0.7395833333333334,-2
SUP016,SHP015737,2024,12,6,372,372,Early,65.4,1.0,-6
SUP025,SHP015738,2023,3,1,365,365,Early,109.61,1.0,-2
SUP033,SHP015739,2024,8,9,142,142,On-Time,61.24,1.0,1
SUP049,SHP015740,2024,20,16,235,235,Early,109.32,1.0,-4
SUP017,SHP015741,2023,8,8,81,57,On-Time,159.76,0.7037037037037037,0
SUP060,SHP015742,2023,12,13,483,483,On-Time,169.39,1.0,1
SUP055,SHP015743,2022,8,5,347,347,Early,4.74,1.0,-3
SUP050,SHP015744,2024,6,10,89,89,Late,193.62,1.0,4
SUP055,SHP015745,2023,14,11,222,222,Early,194.41,1.0,-3
SUP015,SHP015746,2024,15,12,160,160,Early,77.31,1.0,-3
SUP032,SHP015747,2023,20,19,162,162,On-Time,55.8,1.0,-1
SUP029,SHP015748,2024,10,12,176,176,Late,58.04,1.0,2
SUP006,SHP015749,2024,5,5,426,426,On-Time,87.52,1.0,0
SUP018,SHP015750,2023,4,1,335,335,Early,147.24,1.0,-3
SUP052,SHP015751,2024,14,14,62,62,On-Time,164.85,1.0,0
SUP002,SHP015752,2022,12,14,212,212,Late,70.63,1.0,2
SUP013,SHP015753,2024,7,9,425,425,Late,131.07,1.0,2
SUP019,SHP015754,2022,4,3,278,278,On-Time,16.77,1.0,-1
SUP057,SHP015755,2023,20,19,149,149,On-Time,5.23,1.0,-1
SUP052,SHP015756,2024,15,15,88,88,On-Time,96.5,1.0,0
SUP044,SHP015757,2024,8,7,133,133,On-Time,48.06,1.0,-1
SUP018,SHP015758,2023,13,10,128,128,Early,82.39,1.0,-3
SUP041,SHP015759,2023,15,17,67,67,Late,9.92,1.0,2
SUP044,SHP015760,2022,9,5,298,298,Early,73.97,1.0,-4
SUP021,SHP015761,2022,5,1,283,283,Early,152.4,1.0,-4
SUP018,SHP015762,2024,3,5,350,350,Late,39.84,1.0,2
SUP022,SHP015763,2023,7,4,211,211,Early,31.22,1.0,-3
SUP055,SHP015764,2022,14,13,388,388,On-Time,103.24,1.0,-1
SUP037,SHP015765,2022,9,8,51,51,On-Time,174.52,1.0,-1
SUP023,SHP015766,2022,4,4,54,54,On-Time,135.76,1.0,0
SUP044,SHP015767,2024,19,21,494,494,Late,12.42,1.0,2
SUP027,SHP015768,2022,18,20,157,157,Late,75.92,1.0,2
SUP051,SHP015769,2022,13,3,312,312,Early,77.95,1.0,-10
SUP028,SHP015770,2023,9,10,141,141,On-Time,23.37,1.0,1
SUP002,SHP015771,2022,18,15,313,313,Early,115.18,1.0,-3
SUP001,SHP015772,2022,14,9,445,445,Early,89.12,1.0,-5
SUP015,SHP015773,2022,4,1,347,347,Early,37.74,1.0,-3
SUP001,SHP015774,2023,18,13,87,87,Early,31.01,1.0,-5
SUP055,SHP015775,2022,9,17,225,225,Late,143.77,1.0,8
SUP006,SHP015776,2022,18,19,245,245,On-Time,133.21,1.0,1
SUP006,SHP015777,2022,14,9,311,311,Early,124.51,1.0,-5
SUP039,SHP015778,2022,13,15,387,387,Late,126.9,1.0,2
SUP027,SHP015779,2023,4,6,492,492,Late,29.78,1.0,2
SUP042,SHP015780,2023,4,3,60,60,On-Time,11.84,1.0,-1
SUP009,SHP015781,2022,9,10,327,327,On-Time,81.69,1.0,1
SUP010,SHP015782,2023,14,12,81,81,Early,124.36,1.0,-2
SUP032,SHP015783,2024,10,9,383,383,On-Time,120.61,1.0,-1
SUP050,SHP015784,2022,5,2,485,389,Early,54.84,0.8020618556701031,-3
SUP010,SHP015785,2022,13,16,414,414,Late,167.93,1.0,3
SUP015,SHP015786,2023,14,13,50,50,On-Time,37.31,1.0,-1
SUP034,SHP015787,2022,11,12,121,121,On-Time,197.66,1.0,1
SUP025,SHP015788,2022,19,18,286,286,On-Time,22.45,1.0,-1
SUP052,SHP015789,2023,20,20,212,212,On-Time,90.64,1.0,0
SUP038,SHP015790,2024,11,11,435,435,On-Time,19.07,1.0,0
SUP031,SHP015791,2022,5,1,161,161,Early,33.58,1.0,-4
SUP059,SHP015792,2023,9,5,455,455,Early,186.44,1.0,-4
SUP018,SHP015793,2022,9,10,390,390,On-Time,160.29,1.0,1
SUP044,SHP015794,2023,11,14,165,165,Late,38.4,1.0,3
SUP009,SHP015795,2024,4,7,208,208,Late,9.96,1.0,3
SUP045,SHP015796,2023,16,10,144,144,Early,147.54,1.0,-6
SUP007,SHP015797,2023,16,23,466,466,Late,49.89,1.0,7
SUP042,SHP015798,2023,8,3,332,332,Early,38.6,1.0,-5
SUP055,SHP015799,2023,17,18,496,496,On-Time,199.75,1.0,1
SUP047,SHP015800,2022,13,11,238,238,Early,180.87,1.0,-2
SUP050,SHP015801,2024,4,5,411,411,On-Time,187.19,1.0,1
SUP029,SHP015802,2024,20,24,318,318,Late,176.94,1.0,4
SUP048,SHP015803,2023,10,7,288,288,Early,162.44,1.0,-3
SUP056,SHP015804,2024,6,6,294,294,On-Time,137.08,1.0,0
SUP052,SHP015805,2022,10,11,456,456,On-Time,116.49,1.0,1
SUP014,SHP015806,2023,19,11,399,399,Early,70.94,1.0,-8
SUP025,SHP015807,2024,5,5,409,409,On-Time,87.01,1.0,0
SUP052,SHP015808,2024,7,7,355,355,On-Time,92.74,1.0,0
SUP034,SHP015809,2024,17,21,367,367,Late,77.32,1.0,4
SUP015,SHP015810,2023,15,18,88,88,Late,107.99,1.0,3
SUP035,SHP015811,2024,7,9,346,346,Late,192.86,1.0,2
SUP024,SHP015812,2024,8,11,205,205,Late,190.53,1.0,3
SUP043,SHP015813,2022,15,14,347,347,On-Time,22.0,1.0,-1
SUP051,SHP015814,2022,6,6,153,153,On-Time,155.18,1.0,0
SUP056,SHP015815,2023,18,18,262,262,On-Time,180.3,1.0,0
SUP004,SHP015816,2023,19,18,419,419,On-Time,101.32,1.0,-1
SUP038,SHP015817,2022,8,10,406,406,Late,54.17,1.0,2
SUP021,SHP015818,2024,4,7,249,249,Late,25.85,1.0,3
SUP054,SHP015819,2022,6,6,213,213,On-Time,63.07,1.0,0
SUP044,SHP015820,2024,6,6,481,481,On-Time,61.61,1.0,0
SUP041,SHP015821,2024,9,11,87,87,Late,74.59,1.0,2
SUP029,SHP015822,2024,9,6,370,370,Early,152.08,1.0,-3
SUP002,SHP015823,2023,15,13,198,198,Early,116.11,1.0,-2
SUP051,SHP015824,2022,15,11,466,466,Early,44.91,1.0,-4
SUP038,SHP015825,2023,12,13,204,204,On-Time,96.35,1.0,1
SUP013,SHP015826,2022,4,5,116,94,On-Time,97.14,0.8103448275862069,1
SUP017,SHP015827,2024,20,21,295,295,On-Time,45.54,1.0,1
SUP002,SHP015828,2022,17,22,498,498,Late,183.46,1.0,5
SUP050,SHP015829,2022,4,1,133,133,Early,132.15,1.0,-3
SUP046,SHP015830,2022,13,15,400,400,Late,194.71,1.0,2
SUP039,SHP015831,2023,13,13,476,476,On-Time,160.06,1.0,0
SUP037,SHP015832,2023,3,3,487,487,On-Time,51.52,1.0,0
SUP006,SHP015833,2023,16,17,189,189,On-Time,22.97,1.0,1
SUP027,SHP015834,2024,8,10,467,467,Late,119.53,1.0,2
SUP044,SHP015835,2022,18,21,139,139,Late,151.24,1.0,3
SUP059,SHP015836,2024,15,12,163,163,Early,47.51,1.0,-3
SUP059,SHP015837,2024,15,16,347,347,On-Time,109.9,1.0,1
SUP024,SHP015838,2022,16,13,483,483,Early,123.24,1.0,-3
SUP003,SHP015839,2023,5,1,173,173,Early,76.39,1.0,-4
SUP035,SHP015840,2024,16,12,129,129,Early,124.67,1.0,-4
SUP008,SHP015841,2023,6,8,293,274,Late,137.2,0.9351535836177475,2
SUP005,SHP015842,2024,13,14,84,84,On-Time,82.58,1.0,1
SUP013,SHP015843,2023,12,8,485,485,Early,145.58,1.0,-4
SUP027,SHP015844,2024,13,8,81,81,Early,125.96,1.0,-5
SUP052,SHP015845,2023,7,9,122,122,Late,75.18,1.0,2
SUP045,SHP015846,2022,3,3,50,50,On-Time,5.11,1.0,0
SUP051,SHP015847,2022,5,4,379,379,On-Time,110.77,1.0,-1
SUP017,SHP015848,2024,16,18,463,463,Late,40.08,1.0,2
SUP055,SHP015849,2023,15,19,487,487,Late,91.33,1.0,4
SUP058,SHP015850,2024,4,7,191,191,Late,142.87,1.0,3
SUP049,SHP015851,2023,9,12,122,122,Late,10.18,1.0,3
SUP050,SHP015852,2022,5,11,217,173,Late,98.55,0.7972350230414746,6
SUP002,SHP015853,2022,10,9,202,202,On-Time,169.66,1.0,-1
SUP016,SHP015854,2023,18,18,486,486,On-Time,174.86,1.0,0
SUP018,SHP015855,2023,14,11,348,348,Early,164.89,1.0,-3
SUP053,SHP015856,2024,6,9,118,118,Late,101.3,1.0,3
SUP034,SHP015857,2022,4,3,77,77,On-Time,190.6,1.0,-1
SUP041,SHP015858,2023,5,1,407,407,Early,114.51,1.0,-4
SUP017,SHP015859,2023,10,8,255,190,Early,90.11,0.7450980392156863,-2
SUP036,SHP015860,2024,16,15,125,125,On-Time,115.73,1.0,-1
